"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"20","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","18","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"21","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","19","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"22","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","20","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"23","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","21","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"24","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","22","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1408","-","0","7","1,1,1","128,1,1","1.0","8"
"25","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","23","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1441","-","0","7","1,1,1","128,1,1","1.0","8"
"26","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","24","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"27","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","25","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"28","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","26","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1439","-","0","7","1,1,1","128,1,1","1.0","8"
"29","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","27","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"30","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","28","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1409","-","0","7","1,1,1","128,1,1","1.0","8"
"31","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","29","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"32","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","30","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"33","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","31","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"34","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","32","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"35","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","33","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"36","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","34","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"37","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","35","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"38","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","36","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1439","-","0","7","1,1,1","128,1,1","1.0","8"
"39","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","37","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"40","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","38","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"41","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","39","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1471","-","0","7","1,1,1","128,1,1","1.0","8"
"42","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","40","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"43","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","41","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"44","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","42","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"45","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","43","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"46","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","44","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1441","-","0","7","1,1,1","128,1,1","1.0","8"
"47","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","45","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"48","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","46","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"49","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","47","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"50","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","48","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"51","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","49","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1471","-","0","7","1,1,1","128,1,1","1.0","8"
"52","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","50","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"53","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","51","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"54","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","52","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"55","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","53","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"56","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","54","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"57","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","55","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"58","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","56","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"59","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","57","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"60","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","58","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1439","-","0","7","1,1,1","128,1,1","1.0","8"
"61","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","59","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"62","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","60","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"63","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","61","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1471","-","0","7","1,1,1","128,1,1","1.0","8"
"64","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","62","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"65","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","63","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1473","-","0","7","1,1,1","128,1,1","1.0","8"
"66","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","64","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"67","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","65","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"68","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","66","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1408","-","0","7","1,1,1","128,1,1","1.0","8"
"69","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","67","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"70","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","68","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"71","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","69","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"72","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","70","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"73","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","71","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1472","-","0","7","1,1,1","128,1,1","1.0","8"
"74","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","72","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1440","-","0","7","1,1,1","128,1,1","1.0","8"
"75","82","-","35057","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","73","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1473","-","0","7","1,1,1","128,1,1","1.0","8"
